stock_count,price,discounted_price,product_variant_id,product_id,title,image_link,small_image_link,large_image_link,size,color,gender,age_interval,store_name
11,799.00,799.00,dev-iphone-16-128gb-teal,dev-iphone-16,iPhone 16 128 GB Teal,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-teal-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-teal-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-teal-1600.jpg,128 GB,Teal,unisex,,D·TELCO Shop
1,910.86,910.86,dev-iphone-16-256gb-black,dev-iphone-16,iPhone 16 256 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-black-1600.jpg,256 GB,Black,unisex,,D·TELCO Shop
5,910.86,910.86,dev-iphone-16-256gb-pink,dev-iphone-16,iPhone 16 256 GB Pink,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pink-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pink-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pink-1600.jpg,256 GB,Pink,unisex,,D·TELCO Shop
3,910.86,910.86,dev-iphone-16-256gb-teal,dev-iphone-16,iPhone 16 256 GB Teal,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-teal-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-teal-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-teal-1600.jpg,256 GB,Teal,unisex,,D·TELCO Shop
12,999.00,999.00,dev-iphone-16-pro-128gb-black,dev-iphone-16-pro,iPhone 16 Pro 128 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-black-1600.jpg,128 GB,Black,unisex,,D·TELCO Shop
5,999.00,999.00,dev-iphone-16-pro-128gb-desert,dev-iphone-16-pro,iPhone 16 Pro 128 GB Desert,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-desert-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-desert-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-desert-1600.jpg,128 GB,Desert,unisex,,D·TELCO Shop
37,999.00,999.00,dev-iphone-16-pro-128gb-natural,dev-iphone-16-pro,iPhone 16 Pro 128 GB Natural,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-natural-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-natural-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-natural-1600.jpg,128 GB,Natural,unisex,,D·TELCO Shop
60,1138.86,1138.86,dev-iphone-16-pro-256gb-black,dev-iphone-16-pro,iPhone 16 Pro 256 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-black-1600.jpg,256 GB,Black,unisex,,D·TELCO Shop
15,1138.86,1138.86,dev-iphone-16-pro-256gb-desert,dev-iphone-16-pro,iPhone 16 Pro 256 GB Desert,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-desert-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-desert-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-desert-1600.jpg,256 GB,Desert,unisex,,D·TELCO Shop
9,1138.86,1138.86,dev-iphone-16-pro-256gb-natural,dev-iphone-16-pro,iPhone 16 Pro 256 GB Natural,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-natural-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-natural-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-natural-1600.jpg,256 GB,Natural,unisex,,D·TELCO Shop
20,1278.72,1278.72,dev-iphone-16-pro-512gb-black,dev-iphone-16-pro,iPhone 16 Pro 512 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-black-1600.jpg,512 GB,Black,unisex,,D·TELCO Shop
10,1278.72,1278.72,dev-iphone-16-pro-512gb-desert,dev-iphone-16-pro,iPhone 16 Pro 512 GB Desert,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-desert-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-desert-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-desert-1600.jpg,512 GB,Desert,unisex,,D·TELCO Shop
32,1278.72,1278.72,dev-iphone-16-pro-512gb-natural,dev-iphone-16-pro,iPhone 16 Pro 512 GB Natural,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-natural-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-natural-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-natural-1600.jpg,512 GB,Natural,unisex,,D·TELCO Shop
29,1199.00,1199.00,dev-iphone-16-pro-max-256gb-black,dev-iphone-16-pro-max,iPhone 16 Pro Max 256 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-max-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-max-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-max-black-1600.jpg,256 GB,Black,unisex,,D·TELCO Shop
5,1199.00,1199.00,dev-iphone-16-pro-max-256gb-desert,dev-iphone-16-pro-max,iPhone 16 Pro Max 256 GB Desert,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-max-desert-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-max-desert-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-max-desert-1600.jpg,256 GB,Desert,unisex,,D·TELCO Shop
20,1199.00,1199.00,dev-iphone-16-pro-max-256gb-natural,dev-iphone-16-pro-max,iPhone 16 Pro Max 256 GB Natural,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-max-natural-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-max-natural-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-max-natural-1600.jpg,256 GB,Natural,unisex,,D·TELCO Shop
20,1366.86,1366.86,dev-iphone-16-pro-max-512gb-black,dev-iphone-16-pro-max,iPhone 16 Pro Max 512 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-max-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-max-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-max-black-1600.jpg,512 GB,Black,unisex,,D·TELCO Shop
23,1366.86,1366.86,dev-iphone-16-pro-max-512gb-desert,dev-iphone-16-pro-max,iPhone 16 Pro Max 512 GB Desert,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-max-desert-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-max-desert-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-max-desert-1600.jpg,512 GB,Desert,unisex,,D·TELCO Shop
18,1366.86,1366.86,dev-iphone-16-pro-max-512gb-natural,dev-iphone-16-pro-max,iPhone 16 Pro Max 512 GB Natural,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-max-natural-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-max-natural-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pro-max-natural-1600.jpg,512 GB,Natural,unisex,,D·TELCO Shop
21,599.00,599.00,dev-iphone-16e-128gb-black,dev-iphone-16e,iPhone 16e 128 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16e-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16e-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16e-black-1600.jpg,128 GB,Black,unisex,,D·TELCO Shop
43,599.00,599.00,dev-iphone-16e-128gb-white,dev-iphone-16e,iPhone 16e 128 GB White,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16e-white-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16e-white-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16e-white-1600.jpg,128 GB,White,unisex,,D·TELCO Shop
13,682.86,682.86,dev-iphone-16e-256gb-black,dev-iphone-16e,iPhone 16e 256 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16e-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16e-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16e-black-1600.jpg,256 GB,Black,unisex,,D·TELCO Shop
36,682.86,682.86,dev-iphone-16e-256gb-white,dev-iphone-16e,iPhone 16e 256 GB White,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16e-white-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16e-white-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16e-white-1600.jpg,256 GB,White,unisex,,D·TELCO Shop
17,949.00,949.00,dev-iphone-17-128gb-black,dev-iphone-17,iPhone 17 128 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-black-1600.jpg,128 GB,Black,unisex,,D·TELCO Shop
15,949.00,949.00,dev-iphone-17-128gb-teal,dev-iphone-17,iPhone 17 128 GB Teal,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-teal-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-teal-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-teal-1600.jpg,128 GB,Teal,unisex,,D·TELCO Shop
3,949.00,949.00,dev-iphone-17-128gb-white,dev-iphone-17,iPhone 17 128 GB White,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-white-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-white-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-white-1600.jpg,128 GB,White,unisex,,D·TELCO Shop
8,1081.86,1081.86,dev-iphone-17-256gb-black,dev-iphone-17,iPhone 17 256 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-black-1600.jpg,256 GB,Black,unisex,,D·TELCO Shop
27,1081.86,1081.86,dev-iphone-17-256gb-teal,dev-iphone-17,iPhone 17 256 GB Teal,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-teal-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-teal-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-teal-1600.jpg,256 GB,Teal,unisex,,D·TELCO Shop
5,1081.86,1081.86,dev-iphone-17-256gb-white,dev-iphone-17,iPhone 17 256 GB White,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-white-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-white-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-white-1600.jpg,256 GB,White,unisex,,D·TELCO Shop
13,1214.72,1214.72,dev-iphone-17-512gb-black,dev-iphone-17,iPhone 17 512 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-black-1600.jpg,512 GB,Black,unisex,,D·TELCO Shop
17,1214.72,1214.72,dev-iphone-17-512gb-teal,dev-iphone-17,iPhone 17 512 GB Teal,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-teal-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-teal-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-teal-1600.jpg,512 GB,Teal,unisex,,D·TELCO Shop
17,1214.72,1214.72,dev-iphone-17-512gb-white,dev-iphone-17,iPhone 17 512 GB White,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-white-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-white-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-white-1600.jpg,512 GB,White,unisex,,D·TELCO Shop
53,1598.72,1598.72,dev-iphone-17-pro-1tb-black,dev-iphone-17-pro,iPhone 17 Pro 1 TB Black,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-black-1600.jpg,1 TB,Black,unisex,,D·TELCO Shop
8,1598.72,1598.72,dev-iphone-17-pro-1tb-blue,dev-iphone-17-pro,iPhone 17 Pro 1 TB Blue,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-blue-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-blue-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-blue-1600.jpg,1 TB,Blue,unisex,,D·TELCO Shop
45,1598.72,1598.72,dev-iphone-17-pro-1tb-natural,dev-iphone-17-pro,iPhone 17 Pro 1 TB Natural,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-natural-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-natural-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-natural-1600.jpg,1 TB,Natural,unisex,,D·TELCO Shop
6,1249.00,1249.00,dev-iphone-17-pro-256gb-black,dev-iphone-17-pro,iPhone 17 Pro 256 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-black-1600.jpg,256 GB,Black,unisex,,D·TELCO Shop
1,1249.00,1249.00,dev-iphone-17-pro-256gb-blue,dev-iphone-17-pro,iPhone 17 Pro 256 GB Blue,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-blue-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-blue-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-blue-1600.jpg,256 GB,Blue,unisex,,D·TELCO Shop
35,1249.00,1249.00,dev-iphone-17-pro-256gb-natural,dev-iphone-17-pro,iPhone 17 Pro 256 GB Natural,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-natural-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-natural-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-natural-1600.jpg,256 GB,Natural,unisex,,D·TELCO Shop
53,1423.86,1423.86,dev-iphone-17-pro-512gb-black,dev-iphone-17-pro,iPhone 17 Pro 512 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-black-1600.jpg,512 GB,Black,unisex,,D·TELCO Shop
21,1423.86,1423.86,dev-iphone-17-pro-512gb-blue,dev-iphone-17-pro,iPhone 17 Pro 512 GB Blue,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-blue-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-blue-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-blue-1600.jpg,512 GB,Blue,unisex,,D·TELCO Shop
45,1423.86,1423.86,dev-iphone-17-pro-512gb-natural,dev-iphone-17-pro,iPhone 17 Pro 512 GB Natural,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-natural-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-natural-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-natural-1600.jpg,512 GB,Natural,unisex,,D·TELCO Shop
0,1854.72,1854.72,dev-iphone-17-pro-max-1tb-black,dev-iphone-17-pro-max,iPhone 17 Pro Max 1 TB Black,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-max-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-max-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-max-black-1600.jpg,1 TB,Black,unisex,,D·TELCO Shop
0,1854.72,1854.72,dev-iphone-17-pro-max-1tb-blue,dev-iphone-17-pro-max,iPhone 17 Pro Max 1 TB Blue,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-max-blue-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-max-blue-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-max-blue-1600.jpg,1 TB,Blue,unisex,,D·TELCO Shop
0,1854.72,1854.72,dev-iphone-17-pro-max-1tb-natural,dev-iphone-17-pro-max,iPhone 17 Pro Max 1 TB Natural,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-max-natural-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-max-natural-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-max-natural-1600.jpg,1 TB,Natural,unisex,,D·TELCO Shop
0,1449.00,1449.00,dev-iphone-17-pro-max-256gb-black,dev-iphone-17-pro-max,iPhone 17 Pro Max 256 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-max-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-max-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-max-black-1600.jpg,256 GB,Black,unisex,,D·TELCO Shop
0,1449.00,1449.00,dev-iphone-17-pro-max-256gb-blue,dev-iphone-17-pro-max,iPhone 17 Pro Max 256 GB Blue,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-max-blue-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-max-blue-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-max-blue-1600.jpg,256 GB,Blue,unisex,,D·TELCO Shop
0,1449.00,1449.00,dev-iphone-17-pro-max-256gb-natural,dev-iphone-17-pro-max,iPhone 17 Pro Max 256 GB Natural,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-max-natural-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-max-natural-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-max-natural-1600.jpg,256 GB,Natural,unisex,,D·TELCO Shop
0,1651.86,1651.86,dev-iphone-17-pro-max-512gb-black,dev-iphone-17-pro-max,iPhone 17 Pro Max 512 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-max-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-max-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-max-black-1600.jpg,512 GB,Black,unisex,,D·TELCO Shop
0,1651.86,1651.86,dev-iphone-17-pro-max-512gb-blue,dev-iphone-17-pro-max,iPhone 17 Pro Max 512 GB Blue,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-max-blue-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-max-blue-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-max-blue-1600.jpg,512 GB,Blue,unisex,,D·TELCO Shop
0,1651.86,1651.86,dev-iphone-17-pro-max-512gb-natural,dev-iphone-17-pro-max,iPhone 17 Pro Max 512 GB Natural,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-max-natural-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-max-natural-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-17-pro-max-natural-1600.jpg,512 GB,Natural,unisex,,D·TELCO Shop
53,89.00,89.00,dev-mifi-4g-onesize-black,dev-mifi-4g,4G MiFi pocket router One size Black,https://d-telco.github.io/telco/assets/catalog/dev-mifi-4g-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-mifi-4g-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-mifi-4g-black-1600.jpg,One size,Black,unisex,,D·TELCO Shop
54,179.00,179.00,dev-mifi-5g-onesize-black,dev-mifi-5g,5G MiFi pocket router One size Black,https://d-telco.github.io/telco/assets/catalog/dev-mifi-5g-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-mifi-5g-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-mifi-5g-black-1600.jpg,One size,Black,unisex,,D·TELCO Shop
39,179.00,179.00,dev-mifi-5g-onesize-white,dev-mifi-5g,5G MiFi pocket router One size White,https://d-telco.github.io/telco/assets/catalog/dev-mifi-5g-white-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-mifi-5g-white-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-mifi-5g-white-1600.jpg,One size,White,unisex,,D·TELCO Shop
25,799.00,799.00,dev-pixel-10-128gb-frost,dev-pixel-10,Pixel 10 128 GB Frost,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-frost-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-frost-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-frost-1600.jpg,128 GB,Frost,unisex,,D·TELCO Shop
18,799.00,799.00,dev-pixel-10-128gb-indigo,dev-pixel-10,Pixel 10 128 GB Indigo,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-indigo-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-indigo-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-indigo-1600.jpg,128 GB,Indigo,unisex,,D·TELCO Shop
5,799.00,799.00,dev-pixel-10-128gb-obsidian,dev-pixel-10,Pixel 10 128 GB Obsidian,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-obsidian-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-obsidian-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-obsidian-1600.jpg,128 GB,Obsidian,unisex,,D·TELCO Shop
10,910.86,910.86,dev-pixel-10-256gb-frost,dev-pixel-10,Pixel 10 256 GB Frost,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-frost-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-frost-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-frost-1600.jpg,256 GB,Frost,unisex,,D·TELCO Shop
25,910.86,910.86,dev-pixel-10-256gb-indigo,dev-pixel-10,Pixel 10 256 GB Indigo,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-indigo-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-indigo-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-indigo-1600.jpg,256 GB,Indigo,unisex,,D·TELCO Shop
19,910.86,910.86,dev-pixel-10-256gb-obsidian,dev-pixel-10,Pixel 10 256 GB Obsidian,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-obsidian-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-obsidian-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-obsidian-1600.jpg,256 GB,Obsidian,unisex,,D·TELCO Shop
0,999.00,999.00,dev-pixel-10-pro-128gb-jade,dev-pixel-10-pro,Pixel 10 Pro 128 GB Jade,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-pro-jade-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-pro-jade-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-pro-jade-1600.jpg,128 GB,Jade,unisex,,D·TELCO Shop
0,999.00,999.00,dev-pixel-10-pro-128gb-obsidian,dev-pixel-10-pro,Pixel 10 Pro 128 GB Obsidian,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-pro-obsidian-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-pro-obsidian-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-pro-obsidian-1600.jpg,128 GB,Obsidian,unisex,,D·TELCO Shop
0,999.00,999.00,dev-pixel-10-pro-128gb-porcelain,dev-pixel-10-pro,Pixel 10 Pro 128 GB Porcelain,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-pro-porcelain-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-pro-porcelain-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-pro-porcelain-1600.jpg,128 GB,Porcelain,unisex,,D·TELCO Shop
0,1138.86,1138.86,dev-pixel-10-pro-256gb-jade,dev-pixel-10-pro,Pixel 10 Pro 256 GB Jade,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-pro-jade-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-pro-jade-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-pro-jade-1600.jpg,256 GB,Jade,unisex,,D·TELCO Shop
0,1138.86,1138.86,dev-pixel-10-pro-256gb-obsidian,dev-pixel-10-pro,Pixel 10 Pro 256 GB Obsidian,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-pro-obsidian-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-pro-obsidian-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-pro-obsidian-1600.jpg,256 GB,Obsidian,unisex,,D·TELCO Shop
0,1138.86,1138.86,dev-pixel-10-pro-256gb-porcelain,dev-pixel-10-pro,Pixel 10 Pro 256 GB Porcelain,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-pro-porcelain-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-pro-porcelain-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-pro-porcelain-1600.jpg,256 GB,Porcelain,unisex,,D·TELCO Shop
0,1278.72,1278.72,dev-pixel-10-pro-512gb-jade,dev-pixel-10-pro,Pixel 10 Pro 512 GB Jade,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-pro-jade-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-pro-jade-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-pro-jade-1600.jpg,512 GB,Jade,unisex,,D·TELCO Shop
0,1278.72,1278.72,dev-pixel-10-pro-512gb-obsidian,dev-pixel-10-pro,Pixel 10 Pro 512 GB Obsidian,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-pro-obsidian-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-pro-obsidian-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-pixel-10-pro-obsidian-1600.jpg,512 GB,Obsidian,unisex,,D·TELCO Shop
